address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  মিরপুর ১১ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30507'}","রুম মেট প্রয়োজন জানুয়ারি ০১ তারিখ থেকে । রুমের ভিতরে এটাচ বাথরুম আছে। বারান্দা আছে।wifi , সুবিধা আছে।চাকুরি জিবি বা ছাত্র।, লোকেশনঃ মিরপুর ১১ ।, জামেলা মুক্ত। নিরিবিলি পরিবেশ। দরজা চাবি সিস্টেম।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/30507/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  কমার্স কলেজের সামনে, চ ব্লক, রোড ৪ মিরপুর ২ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30508'}","#URGENT , #সাবলেট , #ব্যাচেলর , #জানুয়ারি , জানুয়ারি মাস থেকে ৮ তালা বাসায় ৬ তালায় ১ টা ছিট ভাড়া হবে। রুমের সাথে বারান্দা ও বাথরুম আছে।।, ** ছাত্র হলে বেশি ভাল হয়***, ঠিকানা ঃ কমার্স কলেজের সামনে, চ ব্লক, রোড ৪ মিরপুর ২।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/30508/sublet-room-tolet-from-january,Tolet,Sublet Room Tolet From January ,Sublet Room
" Area Name :    Malibag  ,  District Name :   Dhaka  Area Name :    Malibag  ,  District Name :   Dhaka  ,  Short Address :  মৌচাক/ফরচুন শপিংমল এর বিপরীত পাশে, কোন গলিতে যেতে হয় না ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30505'}","মেয়ে রুমমেট আবশ‍্যক, ? আগামী জানুয়ারি মাস থেকে (শুধুমাত্র রুচিশীল ছাত্রী/চাকুরিজীবী মেয়েদের জন‍্য!), ✅ ভাড়া: ৪৩০০/= ( সকল বিল অন্তর্ভুক্ত) , ?ফ্লাট সম্পূর্ণ আলো -বাতাস পূর্ণ নিরিবিলি পরিবেশ।উত্তর-দক্ষিণপার্শ্ব।, ?সুযোগ-সুবিধা:, ?গ্যাস,পানি, বিদ্যুৎ, ওয়াইফাই,লিফট, ফ্রিজ,বুয়া,জেনারেটর, বিলসহ।, ?সার্বক্ষণিক সিকিউরিটি গার্ড এবংসিসিটিভি আওতাভুক্ত।, ?লোকেশন: মৌচাক/ফরচুন শপিংমল এর বিপরীত পাশে, কোন গলিতে যেতে হয় না মেইন রাস্তায়।  ",No,4300.00/- BDT ,https://www.thetolet.com/en/dhaka/malibag/30505/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Shewrapara  ,  District Name :   Dhaka  Area Name :    Shewrapara  ,  District Name :   Dhaka  ,  Short Address :  পশ্চিম শেওড়াপাড়া, আনন্দবাজার আদর্শ হাই স্কুলের পাশে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30509'}","ফেব্রুয়ারি মাস থেকে একটি রুম ভাড়া হবে।, একদম নিরিবিলি একটি বাসা। ২৪ ঘন্টা পানি, গ্যাস এবং সিকিউরিটি আছে।, বাসা পাঁচতলায়, লিফট আছে।, কোন আপু চাইলে থাকতে পারবেন।, রুমের পাশেই বাথরুম যেটা শুধু আপনিই ইউজ করবেন। রান্নাঘর, বারান্দা চাইলে ড্রয়িং স্পেস ও ইউজ করতে পারবেন।, ভাড়া: ৬৫৫০ টাকা সব বিল এবং সার্ভিস চার্জ সহ।, আলাদা আর কোন টাকা দিতে হবে না।, ঠিকানা: পশ্চিম শেওড়াপাড়া, আনন্দবাজার আদর্শ হাই স্কুলের পাশে।  ",No,6550.00/- BDT ,https://www.thetolet.com/en/dhaka/shewrapara/30509/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Abdul Aziz Road (near Block A, Bashundhara R/A) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30510'}","One single master bed with attached balcony and washroom is available from December. This room is for one person only., Included: , Room rent, Service charge, Gas, Maid, Wi-Fi, Waste, House cleaning, Laundry, Not included: , Electricity , Meal, Facilities:, Elevator and security., ?Location: Abdul Aziz Road (near Block A, Bashundhara R/A) , ?‍♂️7-8 minutes walking distance to Apollo Gate, 9-10 minutes walking distance to Bashundhara Gate, and 10-12 minutes walking distance to NSU/IUB.  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30510/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
"  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka   Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Block:G, Bashundhara Residential Area ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '30511'}","নতুন luxury ফ্লাট বাসা ফ্যামিলি , Size 1400sft, Block:G, Location : Bashundhara residential area , Flor:4 flor, Rent 25k+5k service , 3 bed 3 bath dining drawing kitchen belkoni lift genaretor lpg gas parking etc available , ফ্যামিলি ফ্লাট।ব্র্যান্ড নতুন, সাইজ ১৪০০sft, ব্লক: G, বাসা ভাড়াঃ 25k+5k, ৩বেড ৩ বাথ ডাইনিং ড্রয়িং কিচেন বেলকনি লিফট জেনারেটর পার্কিং ইত্যাদি উপলব্ধ  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30511/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  মিরপুর ১১ নাম্বার বাংলা স্কুল থেকে সোজা ঢালে নিচে। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30513'}","#মিরপুরে_এক_রুমের ফ্লাট_ভাড়া_হবে _চিলেকোঠা উপরে।, #January , #Bachelor Rant hobe , ?অবস্থান: মিরপুর ১১ নাম্বার।, ?টাইপ:, ? বাসা ফুল টাইল ( ১রুম ; ১ রান্নাঘর; ১ টয়লেট, খোলামেলা ছাদ)।, ? রান্নাঘর শেয়ার, ? প্রত্যেকটা রুমের সাথে এটাচ টয়লেট আছে, ? রুম গুলো বেশ বড়, ৬ তোলা বাড়ির চিলেকোঠা ভাড়া হবে। , ? পানি বিদ্যুৎ গ্যাস সকল বিলসহ এক্সট্রা কোন চার্জ নেই।, ?ভাড়া: ৬০০০ টাকা প্রতি মাসে ।, মিরপুর ১১ নাম্বার বাংলা স্কুল থেকে সোজা ঢালে নিচে।  ",No,6000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30513/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Banglamotor  ,  District Name :   Dhaka  Area Name :    Banglamotor  ,  District Name :   Dhaka  ,  Short Address :  বাংলা মোটর সিগন্যাল, খোদেজা স্কুল গলি, ঢাকা । ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30514'}","আগামী জানুয়ারি মাস ২০২৩ থেকে ব্যাচেলর ফ্ল্যাট বাসায় এক রুম ভাড়া হবে।, সুবিধা: ফ্রিজ, ওয়াইফাই, সিসিটিভি,পার্কিং, ঠিকানা: বাংলা মোটর সিগন্যাল, খোদেজা স্কুল গলি, ঢাকা ।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/banglamotor/30514/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Aftab Nagar  ,  District Name :   Dhaka  Area Name :    Aftab Nagar  ,  District Name :   Dhaka  ,  Short Address :  আফতাবনগর সি ব্লক, আনসার ক্যাম্প বাজারের পাশে, দক্ষিণ আনন্দ নগর, ঢাকা। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30515'}","#To_let, আগামী জানুয়ারি ২০২২ ইং তারিখ হতে ৩ রুমের বাসায় এক রুম ভাড়া হবে। , #ভাড়া_৫৫০০ টাকা। পানি বিল + ময়লা বিল বাসা ভাড়ার সাথে। , **বিদ্যুৎ বিল + ওয়াইফাই বিল আলাদা দিতে হবে।, আফতাবনগর সি ব্লক, আনসার ক্যাম্প বাজারের পাশে, দক্ষিণ আনন্দ নগর, ঢাকা।  ",No,5500.00/- BDT ,https://www.thetolet.com/en/dhaka/aftab-nagar/30515/sublet-room-tolet-from-january,Tolet,Sublet Room Tolet From January ,Sublet Room
" Area Name :    Banasree  ,  District Name :   Dhaka  Area Name :    Banasree  ,  District Name :   Dhaka  ,  Short Address :  ফ-১৩২, রোড: ১০/৭, ব্লক: এফ, দ‌ক্ষিন বনশ্রী ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '30516'}","বাসা ভাড়া হ‌বে, ১লা ফেব্রুয়ারী বা ম‌ার্চ ২০২৩ হ‌তে ৭ তলা দ‌ক্ষিনমু‌খি সাম‌নের দি‌কে, বাসা:এফ-১৩২, রোড: ১০/৭, ব্লক: এফ, দ‌ক্ষিন বনশ্রী (প্র‌তীক রুপশ্রীর গেইট থে‌কে একটু প‌শ্চি‌মে রে‌ডি‌য়েন্ট স্কু‌লের গ‌লি)।, ২ বেড , ১ বাথ।, সম্পুর্ন টাইল্স করা, লাই‌নের গ্যাস (প্রি‌পেইড সি‌স্টেম), ২৪ ঘন্টা পা‌নির সু‌বিধা, সি‌কিউ‌রি‌টি গার্ড, সি‌সি ক্যা‌মেরা, নি‌রি‌বি‌লি প‌রি‌বেশ, লিফ্ট নাই ।, ভাড়া=৮,০০০/-, ফ্ল‌্যা‌টের সাম‌নের দি‌কে ছাদ বাগান করা অা‌ছে ।, ‌বি:দ্র: নামাজী হ‌লে ভাড়া কম নেওয়া হ‌বে । বাসা দেখার সময় সকাল ৯টা থে‌কে রাত ৯টা পর্যন্ত ।  ",No,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/banasree/30516/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
"  Area Name :    Rampura  ,  District Name :   Dhaka   Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  J Block, 3 No Road, Rampura ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30519'}","#To let , #For Female student or jobholder , From January , 1 sit available Drawing room, 1 single room with attached balcony washroom beside the room , Address - J block, 3 no road, rampura, banasree,, Seat Rent 3000 drawing room (without utility), Single room rent 8500 , Facilities = Wifi,Gas , Fridge,Maid service.  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/rampura/30519/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  #Sector-9,#Road-7/A,#House-10 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30520'}","চলতি মাস থেকে অথবা , ১ লা জানুয়ারি থেকে, সিট ভাড়া দেওয়া হবে(ব্যাচেলর) , সকল প্রকার সুযোগ-সুবিধা সম্বলিত। , #Sector-9,#Road-7/A,#House-10  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30520/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Sector No :  Na  ,  Road No :  Na  ,  House No :  Na  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :  Na  ,  Road No :  Na  ,  House No :  Na  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Khilkhet, Dhaka ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Size': 'SqFt', 'PropertyID': '30517'}",,Yes,10000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/30517/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  House :16 Road : 10 Sector : 09 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30521'}","One / Two sit available For Male Student / Job holder , House :16 , Road : 10, Sector : 09 , From 1st January .  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30521/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  উত্তরা ১৩, রোড ১১,হাউজ ৬১, (৫ তলায়) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30522'}","জানুয়ারি মাস থেকে ৩ সিটের রুমে ১টি সিট ভাড়া হবে, স্টুডেন্ট বা চাকরিজীবী। , #সিট ভাড়া ৩০০০ টাকা ( সার্ভিস চার্জ সহ), #উত্তরা ১৩, রোড ১১,হাউজ ৬১, (৫ তলায়), #এক মাসের এডভান্স করতে হবে, #খাবার মিল সিস্টেম, বুয়া বিল ৫০০ টাকা।  ",No,3000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/30522/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  নবাব হাবিবুল্লাহ স্কুল, আজমপুর থেকে তুরাগ ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '30523'}","আজমপুর কাচাঁবাজার এলাকায় (উত্তরার ৪/৬ সেক্টরের খুব কাছে)জানালাই নেট দেয়া নতুন ফ্ল্যাট ভাড়া হবে জানুয়ারি -২০২৩ থেকে। , ২ বেড রুম,১ ড্রইং, ১ ডাইনিং রুম,২ বাথ রুম,১ বারান্দা।, * সিলিন্ডার গ্যাস।, * প্রি পেইড মিটার।, * নীচ তলায়।, * ভাড়া আলোচনা সাপেক্ষে , ঠিকানাঃ নবাব হাবিবুল্লাহ স্কুল, আজমপুর থেকে তুরাগ, সি এন জি পাম্প যেতে হবে, তারপর হাজি বিল্লাত আলী স্কুলের পাশে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30523/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  রোড নং-12 সেক্টর -13, ,উত্তরা। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30525'}","#Only_for_Female, #To_Let, জানুয়ারি মাসে 2 সিটের রুমে 2 টি সিট ফাঁকা হবে, , শান্ত মরিয়ম ইউনিভার্সিটির পরের রোড।, ফ্যাসিলিটিস- হাই সিকিউরিটি,,ফ্রিজ,বুয়া,ওয়াইফাই,গ্যাস।, রোড নং-12 সেক্টর -13, ,উত্তরা।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30525/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  সেক্টর_12 রোড_17b উত্তরা, ঢাকা। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30526'}","#To_let, ব্যাচেলর (ছেলে) , পহেলা জানুয়ারি(2023)হতে এটাস্ট বাথরুম সহ #রুম ও #সিট ভাড়া দেওয়া হবে। অত্যন্ত সুন্দর ও মনোরম পরিবেশ । খাওয়া-দাওয়ার ও সুব্যবস্থা আছে। সোনারগাঁও জনপথ হতে মাত্র 30 সেকেন্ড এর দূরত্ব।, #ঠিকানা , সেক্টর_12, রোড_17b, উত্তরা, ঢাকা।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30526/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  বাসা-৫, রোড-৯, সেক্টর-১০, উত্তরা। (৫ম তলায়)। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30527'}","জানুয়ারী ২০২৩ থেকে ব্যাচেলর বাসায় দুই সিটের রুমে একটা সিট ভাড়া হবে (পুরুষ)।, লোকেশনঃ বাসা-৫, রোড-৯, সেক্টর-১০, উত্তরা। (৫ম তলায়)।, * সিট ভাড়া -৪০০০/-, * এটাস্ট টয়লেট এবং বারান্দা সহ রুম।, * লিফট, ফ্রিজ, ওয়াইফাই এর সুবিধা রয়েছে।, * বাসায় দুপুরে ও রাতে রান্না হয়।  ",No,4000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/30527/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  ধানমন্ডি ভূতের গলি, সেন্ট্রাল রোড! ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30528'}","#Urgent_post ১লা #জানুয়ারি/১লা #ডিসেম্বর থেকে ২ #জন রুমমেট প্রয়োজন! #চাকুরীজীবী/#ইউনিভার্সিটি স্টুডেন্ট/#অধূমপায়ী অগ্রাধিকার দেওয়া হবে। লোকেশন - ধানমন্ডি ভূতের গলি, সেন্ট্রাল রোড!  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/dhanmondi/30528/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  ,  Short Address :  86/B, South Kazla, Nayanagar ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '3', 'Size': '900SqFt', 'PropertyID': '30531'}",২৪ ঘন্টা পানির সুবিধা। গ্যাসের কোনো সমস্যা নাই।  ,Yes,12500.00/- BDT ,https://www.thetolet.com/en/dhaka/jatrabari/30531/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  মোহাম্মদপুর, টাউন হল ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30529'}","To-Let মহিলা/ ছাত্রী To-Let। , ১লা জানুয়ারি ২০২৩ইং থেকে সুন্দর ও খোলামেলা পরিবেশে মেয়েদের ফ্লাট এ এটাচ্ বাথরুম ও বারান্দা সহ ৩সিট ও ২ সিট এর বেড রুম এ সিট ভাড়া হবে।সিট ভাড়া হবে।, ?৫ম তলায় , ✅ ২৪ ঘন্টা বিদ্যুৎ,পানি, গ্যাস। , ✅ রুম অনেক খোলামেলা ও আলো বাতাস পূর্ণ ।, ?এটাচ্ বাথ ও বারান্দা সহ মাস্টার বেডরুম, ?ফ্রিজ সুবিধা , location - মোহাম্মদপুর, টাউন হল  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohammadpur/30529/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Sector No :   ,  Road No :  Sobji Bazar Road  ,  House No :  Adorshonagar  ,  Area Name :    Badda  ,  District Name :   Dhaka  Sector No :   ,  Road No :  Sobji Bazar Road  ,  House No :  Adorshonagar  ,  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  Bazar Road, Middle Badda Dhaka-1212 ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30532'}",,No,12500.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/30532/family-house-tolet-from-february,Tolet,Family House Tolet From February ,Family House
" Sector No :  gudaraghat  ,  Road No :  boisakhi sarani  ,  House No :  Ta 135/1  ,  Area Name :    Badda  ,  District Name :   Dhaka  Sector No :  gudaraghat  ,  Road No :  boisakhi sarani  ,  House No :  Ta 135/1  ,  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  Ta 135/1, Gulshan Badda Link Road ","Lift Service,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '7', 'Size': '220SqFt', 'PropertyID': '30535'}","2 minute walking distance from Gulshan Gudaraghat, 30 seconds from Main Road (just 1 building), , Call or whatsapp for Room Video before visit, , 01316100164  ",Yes,10000.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/30535/sublet-room-tolet-from-february,Tolet,Sublet Room Tolet From February ,Sublet Room
" Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  ,  Short Address :  Matikata Dhaka Cantonment,Dhaka-1206 ","CCTV,Gas,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '5', 'Size': '800SqFt', 'PropertyID': '30536'}",,No,14000.00/- BDT ,https://www.thetolet.com/en/dhaka/ecb-chattar/30536/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  ,  Short Address :  Matikata Dhaka Cantonment Dhaka-1026 ","CCTV,Gas,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '6', 'Size': '750SqFt', 'PropertyID': '30537'}",,No,12000.00/- BDT ,https://www.thetolet.com/en/dhaka/ecb-chattar/30537/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  134/5  ,  Area Name :    ECB Chattar  ,  District Name :   Dhaka  ,  Short Address :  Matikata Dhaka Cantonment Dhaka-1206 ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '6', 'Size': '500SqFt', 'PropertyID': '30538'}",,No,10000.00/- BDT ,https://www.thetolet.com/en/dhaka/ecb-chattar/30538/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :  01  ,  Road No :  03  ,  House No :  24  ,  Area Name :    Banasree  ,  District Name :   Dhaka  Sector No :  01  ,  Road No :  03  ,  House No :  24  ,  Area Name :    Banasree  ,  District Name :   Dhaka  ,  Short Address :  24 Hazi Bhaban, R : 03, B : G, Banasree ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '7', 'Size': 'SqFt', 'PropertyID': '30539'}",,No,4500.00/- BDT ,https://www.thetolet.com/en/dhaka/banasree/30539/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Rampal  ,  District Name :   Bagerhat  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Rampal  ,  District Name :   Bagerhat  ,  Short Address :  Rampal Power Plant ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Size': '12SqFt', 'PropertyID': '30541'}",,Yes,Negotiable ,https://www.thetolet.com/en/bagerhat/rampal/30541/sublet-room-tolet-from-january,Tolet,Sublet Room Tolet From January ,Sublet Room
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Badda  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  Badda ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '30542'}",,No,7000.00/- BDT ,https://www.thetolet.com/en/dhaka/badda/30542/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :   ,  Road No :  Noorjahan Road or ne  ,  House No :   ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :   ,  Road No :  Noorjahan Road or ne  ,  House No :   ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Mohammadpur ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Size': 'SqFt', 'PropertyID': '30543'}",,Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohammadpur/30543/family-house-tolet-from-february,Tolet,Family House Tolet From February ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Banasree  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Banasree  ,  District Name :   Dhaka  ,  Short Address :  Uttara ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '3', 'Size': '900to1100SqFt', 'PropertyID': '30545'}",,Yes,15000.00/- BDT ,https://www.thetolet.com/en/dhaka/banasree/30545/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :   ,  Road No :  Kamalapur Railay Sta  ,  House No :  64-67  ,  Area Name :    Motijheel  ,  District Name :   Dhaka  Sector No :   ,  Road No :  Kamalapur Railay Sta  ,  House No :  64-67  ,  Area Name :    Motijheel  ,  District Name :   Dhaka  ,  Short Address :  Flat 64-67,North Kamalapur,Motijheel,Dhaka-1000 ",,"{'Bedrooms': '4', 'Bathrooms': '4', 'Belcony': '4', 'Floor': '15', 'Size': '1800SqFt', 'PropertyID': '30546'}","18th Floor Building.15th Floor will be rent.Southeast Face Forever.4 Bed rooms,1 Living Room,1 Dining Room + Family Living Room.4 Bathrooms (3 General & 1 Servent),4 Belcony,1 Kitchen.If anybody rents this apartment as furnished then the monthly rent will be BDT=75,000/-(Negotiable) but as semi furnished the monthly rent will be BDT=50,000/-( Negotaible).Preferable for foreigner.Apartment Name: Eastern Kamalapur(A building of Eastern Housing).            ",Yes,75000.00/- BDT ,https://www.thetolet.com/en/dhaka/shahjahanpur/30546/family-house-tolet-from-february,Tolet,Family House Tolet From February ,Family House
" Sector No :   ,  Road No :  Mohimagonj Road  ,  House No :  122  ,  Area Name :    Gobindaganj  ,  District Name :   Gaibandha  Sector No :   ,  Road No :  Mohimagonj Road  ,  House No :  122  ,  Area Name :    Gobindaganj  ,  District Name :   Gaibandha  ,  Short Address :  Mohimagonj Road Degree College Bottola ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '1', 'Size': '900SqFt', 'PropertyID': '30547'}","Mohimagonj Road degree college more obosthito ., Family error jonno khub sundar niribili basha. Details phone a alap.  ",Yes,4500.00/- BDT ,https://www.thetolet.com/en/gaibandha/gobindaganj/30547/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
